1/22/2011 21,43.0°F,38.2°F,41.0°F,93%,30.39in,10.0mi,SSE,8.1mph,-,N/A,-
1/22/2011 21,42.8°F,38.6°F,41.0°F,93%,30.40in,10.0mi,SSE,6.9mph,-,N/A,-
1/22/2011 22,45.0°F,-,41.0°F,86%,30.43in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 23,46.9°F,-,41.0°F,80%,30.43in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 0,48.0°F,-,41.0°F,77%,30.42in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 13,50.0°F,-,39.9°F,68%,30.39in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 2,50.0°F,-,39.9°F,68%,30.36in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 3,50.0°F,-,37.9°F,63%,30.35in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 4,50.0°F,-,39.0°F,66%,30.34in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 5,48.9°F,-,39.0°F,69%,30.32in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 6,45.0°F,-,37.9°F,76%,30.30in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 7,44.1°F,-,39.0°F,82%,30.28in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 8,43.0°F,-,37.9°F,82%,30.29in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 9,42.1°F,-,39.0°F,89%,30.28in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 10,42.1°F,37.1°F,39.0°F,89%,30.25in,10.0mi,SE,8.1mph,-,N/A,-
1/22/2011 11,44.1°F,-,39.0°F,82%,30.27in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 11,44.6°F,-,39.2°F,81%,30.27in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 12,44.6°F,-,39.2°F,81%,30.26in,10.0mi,Calm,Calm,-,N/A,-
1/22/2011 12,44.1°F,-,39.9°F,85%,30.26in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 1,44.1°F,-,39.9°F,85%,30.25in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 14,43.0°F,-,39.9°F,89%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 15,43.0°F,41.3°F,39.9°F,89%,30.25in,10.0mi,SSE,3.5mph,-,N/A,-
1/23/2011 16,43.0°F,41.3°F,39.9°F,89%,30.24in,10.0mi,SSE,3.5mph,-,0.00in,Rain
1/23/2011 17,43.0°F,39.5°F,39.9°F,89%,30.22in,9.0mi,SE,5.8mph,-,0.02in,-
1/23/2011 18,44.1°F,42.5°F,41.0°F,89%,30.22in,10.0mi,ESE,3.5mph,-,N/A,-
1/23/2011 19,44.1°F,41.5°F,41.0°F,89%,30.21in,10.0mi,South,4.6mph,-,N/A,-
1/23/2011 20,44.1°F,40.8°F,39.9°F,85%,30.21in,10.0mi,SSE,5.8mph,-,N/A,-
1/23/2011 21,45.0°F,42.6°F,41.0°F,86%,30.23in,10.0mi,SSE,4.6mph,-,N/A,-
1/23/2011 22,46.0°F,-,41.0°F,83%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 23,46.9°F,-,41.0°F,80%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 0,48.0°F,-,42.1°F,80%,30.25in,10.0mi,SSE,3.5mph,-,N/A,-
1/23/2011 13,48.2°F,-,41.0°F,76%,30.24in,10.0mi,SE,3.5mph,-,N/A,-
1/23/2011 13,48.9°F,-,41.0°F,74%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 2,48.0°F,-,41.0°F,77%,30.25in,10.0mi,South,6.9mph,-,N/A,-
1/23/2011 3,48.0°F,-,41.0°F,77%,30.25in,10.0mi,SSW,6.9mph,-,N/A,-
1/23/2011 4,48.9°F,-,42.1°F,77%,30.25in,10.0mi,SSE,6.9mph,-,N/A,-
1/23/2011 5,48.0°F,-,42.1°F,80%,30.25in,10.0mi,SSE,5.8mph,-,N/A,-
1/23/2011 6,48.0°F,-,41.0°F,77%,30.26in,10.0mi,SSW,3.5mph,-,N/A,-
1/23/2011 7,48.0°F,-,42.1°F,80%,30.25in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 8,48.0°F,-,42.1°F,80%,30.26in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 9,48.0°F,-,42.1°F,80%,30.26in,10.0mi,Calm,Calm,-,N/A,-
1/23/2011 10,46.9°F,-,44.1°F,90%,30.26in,10.0mi,SE,4.6mph,-,N/A,-
1/23/2011 11,46.9°F,-,44.1°F,90%,30.25in,10.0mi,SSE,8.1mph,-,N/A,-
1/23/2011 11,46.4°F,42.9°F,44.6°F,93%,30.25in,10.0mi,SSE,6.9mph,-,N/A,-
1/23/2011 12,46.4°F,43.5°F,44.6°F,93%,30.25in,5.0mi,SE,5.8mph,-,0.01in,Rain
1/23/2011 12,46.9°F,-,45.0°F,93%,30.25in,5.0mi,SE,5.8mph,-,0.02in,Rain
1/24/2011 0,46.4°F,44.3°F,44.6°F,93%,30.25in,5.0mi,SE,4.6mph,-,0.00in,Rain
1/24/2011 0,46.4°F,44.3°F,44.6°F,93%,30.25in,5.0mi,SE,4.6mph,-,0.00in,Rain
1/24/2011 1,46.9°F,-,45.0°F,93%,30.24in,5.0mi,SE,6.9mph,-,0.05in,Rain
1/24/2011 14,46.9°F,-,45.0°F,93%,30.23in,6.0mi,SE,5.8mph,-,0.03in,Rain
1/24/2011 14,46.4°F,44.3°F,44.6°F,93%,30.23in,8.0mi,SE,4.6mph,-,0.00in,Rain
1/24/2011 15,46.9°F,-,45.0°F,93%,30.21in,8.0mi,SSE,4.6mph,-,0.01in,Rain
1/24/2011 16,46.9°F,-,46.0°F,97%,30.19in,9.0mi,Calm,Calm,-,0.00in,Rain
1/24/2011 17,46.4°F,-,46.4°F,100%,30.17in,8.0mi,Calm,Calm,-,0.01in,-
1/24/2011 17,46.9°F,-,46.0°F,97%,30.17in,8.0mi,Calm,Calm,-,0.01in,-
1/24/2011 18,48.0°F,-,46.0°F,93%,30.16in,10.0mi,Calm,Calm,-,N/A,-
1/24/2011 18,48.2°F,-,44.6°F,87%,30.16in,10.0mi,Variable,5.8mph,-,N/A,-
1/24/2011 19,48.0°F,-,45.0°F,89%,30.15in,10.0mi,SE,8.1mph,-,N/A,-
1/24/2011 20,48.0°F,-,45.0°F,89%,30.15in,10.0mi,SE,11.5mph,-,N/A,-
1/24/2011 21,48.0°F,-,46.0°F,93%,30.13in,6.0mi,SSE,8.1mph,-,0.00in,-
1/24/2011 22,48.9°F,-,46.9°F,93%,30.09in,10.0mi,SSE,5.8mph,-,N/A,-
1/24/2011 23,51.1°F,-,46.9°F,86%,30.09in,10.0mi,Calm,Calm,-,0.01in,-
1/24/2011 0,50.0°F,-,46.0°F,86%,30.10in,10.0mi,SSW,8.1mph,-,0.00in,Rain
1/24/2011 13,50.0°F,-,44.1°F,80%,30.10in,8.0mi,South,6.9mph,-,0.02in,Rain
1/24/2011 2,48.9°F,-,45.0°F,86%,30.09in,10.0mi,SSE,6.9mph,-,0.03in,-
1/24/2011 3,48.9°F,-,43.0°F,80%,30.09in,10.0mi,SSE,6.9mph,-,0.00in,Rain
1/24/2011 4,48.9°F,-,44.1°F,83%,30.09in,10.0mi,SSE,9.2mph,-,0.00in,-
1/24/2011 5,50.0°F,-,44.1°F,80%,30.10in,10.0mi,South,10.4mph,19.6mph,N/A,-
1/24/2011 6,48.9°F,-,45.0°F,86%,30.12in,6.0mi,SSE,10.4mph,-,0.07in,Rain
1/24/2011 7,48.9°F,-,45.0°F,86%,30.14in,10.0mi,SSE,10.4mph,-,0.03in,-
1/24/2011 7,48.2°F,-,44.6°F,87%,30.14in,10.0mi,SSE,10.4mph,21.9mph,N/A,-
1/24/2011 8,48.9°F,-,45.0°F,86%,30.15in,10.0mi,SSE,6.9mph,-,N/A,-
1/24/2011 8,50.0°F,-,44.6°F,82%,30.16in,10.0mi,South,10.4mph,-,N/A,-
1/24/2011 9,50.0°F,-,46.4°F,87%,30.17in,10.0mi,SSE,11.5mph,-,N/A,-
1/24/2011 9,50.0°F,-,46.0°F,86%,30.18in,10.0mi,SSE,10.4mph,18.4mph,N/A,-
1/24/2011 10,50.0°F,-,46.4°F,87%,30.19in,10.0mi,SSE,9.2mph,-,N/A,-
1/24/2011 10,50.0°F,-,46.0°F,86%,30.20in,10.0mi,SSE,12.7mph,-,N/A,-
1/24/2011 11,50.0°F,-,46.0°F,86%,30.22in,10.0mi,South,8.1mph,-,N/A,-
1/24/2011 12,50.0°F,-,46.0°F,86%,30.24in,10.0mi,South,6.9mph,-,N/A,-
1/25/2011 1,50.0°F,-,44.6°F,82%,30.25in,10.0mi,Variable,4.6mph,-,N/A,-
1/25/2011 14,50.0°F,-,45.0°F,83%,30.26in,10.0mi,South,5.8mph,-,N/A,-
1/25/2011 15,48.9°F,-,45.0°F,86%,30.27in,10.0mi,SSE,6.9mph,-,N/A,-
1/25/2011 16,48.9°F,-,45.0°F,86%,30.31in,10.0mi,South,6.9mph,-,N/A,-
1/25/2011 17,48.9°F,-,44.1°F,83%,30.31in,10.0mi,SSE,8.1mph,-,N/A,-
1/25/2011 18,48.9°F,-,44.1°F,83%,30.33in,10.0mi,South,5.8mph,-,N/A,-
1/25/2011 19,48.0°F,-,44.1°F,86%,30.34in,10.0mi,Variable,5.8mph,-,N/A,-
1/25/2011 20,48.0°F,-,44.1°F,86%,30.35in,10.0mi,SE,5.8mph,-,N/A,-
1/25/2011 21,48.9°F,-,45.0°F,86%,30.38in,10.0mi,South,5.8mph,-,N/A,-
1/25/2011 22,48.9°F,-,44.1°F,83%,30.40in,10.0mi,SSE,5.8mph,-,N/A,-
1/25/2011 23,50.0°F,-,44.1°F,80%,30.40in,10.0mi,South,6.9mph,-,N/A,-
1/25/2011 23,50.0°F,-,42.8°F,76%,30.41in,10.0mi,South,6.9mph,-,N/A,-
1/25/2011 0,50.0°F,-,44.1°F,80%,30.40in,10.0mi,SSE,6.9mph,-,N/A,-
1/25/2011 13,51.1°F,-,44.1°F,77%,30.39in,10.0mi,SSE,4.6mph,-,N/A,-
1/25/2011 2,52.0°F,-,42.1°F,69%,30.37in,10.0mi,SSE,9.2mph,-,N/A,-
1/25/2011 3,52.0°F,-,43.0°F,71%,30.36in,10.0mi,Variable,4.6mph,-,N/A,-
1/25/2011 4,52.0°F,-,43.0°F,71%,30.32in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 13,53.1°F,-,42.1°F,66%,30.26in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 2,53.1°F,-,42.1°F,66%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 3,52.0°F,-,41.0°F,66%,30.23in,10.0mi,NW,5.8mph,-,N/A,-
1/26/2011 4,50.0°F,-,42.1°F,74%,30.24in,10.0mi,NW,4.6mph,-,N/A,-
1/26/2011 5,48.0°F,-,42.1°F,80%,30.24in,10.0mi,NW,4.6mph,-,N/A,-
1/26/2011 6,46.9°F,-,42.1°F,83%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 7,46.9°F,-,42.1°F,83%,30.24in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 8,44.1°F,-,41.0°F,89%,30.23in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 9,45.0°F,-,42.1°F,90%,30.23in,10.0mi,Calm,Calm,-,N/A,-
1/26/2011 10,41.0°F,-,39.9°F,96%,30.23in,7.0mi,Calm,Calm,-,N/A,-
1/26/2011 11,41.0°F,-,39.9°F,96%,30.24in,7.0mi,Calm,Calm,-,N/A,-
1/26/2011 12,39.9°F,-,39.0°F,97%,30.24in,6.0mi,Calm,Calm,-,N/A,-
1/27/2011 1,37.9°F,-,37.9°F,100%,30.23in,4.0mi,Calm,Calm,-,N/A,-
1/27/2011 13,39.2°F,-,39.2°F,100%,30.23in,3.0mi,Calm,Calm,-,N/A,-
1/27/2011 14,39.0°F,-,39.0°F,100%,30.23in,4.0mi,Calm,Calm,-,N/A,-
1/27/2011 14,39.2°F,-,39.2°F,100%,30.24in,6.0mi,Calm,Calm,-,N/A,-
1/27/2011 15,42.8°F,-,42.8°F,100%,30.24in,3.0mi,Calm,Calm,-,N/A,-
1/27/2011 15,42.1°F,-,42.1°F,100%,30.24in,0.5mi,Calm,Calm,-,N/A,-
1/27/2011 16,41.0°F,-,39.9°F,96%,30.23in,0.5mi,Calm,Calm,-,N/A,-
1/27/2011 17,39.2°F,-,39.2°F,100%,30.23in,0.2mi,Calm,Calm,-,N/A,-
1/27/2011 17,39.9°F,-,39.9°F,100%,30.22in,0.2mi,Calm,Calm,-,N/A,-
1/27/2011 18,39.9°F,-,39.9°F,100%,30.22in,0.2mi,Calm,Calm,-,N/A,-
1/27/2011 19,39.9°F,36.7°F,39.9°F,100%,30.21in,0.8mi,SE,4.6mph,-,N/A,-
1/27/2011 19,39.2°F,-,39.2°F,100%,30.21in,1.0mi,Calm,Calm,-,N/A,-
1/27/2011 20,41.0°F,38.0°F,41.0°F,100%,30.21in,0.2mi,SSE,4.6mph,-,N/A,-
1/27/2011 21,39.9°F,37.8°F,39.9°F,100%,30.21in,0.2mi,SE,3.5mph,-,N/A,-
1/27/2011 22,41.0°F,38.0°F,41.0°F,100%,30.21in,0.5mi,SE,4.6mph,-,N/A,-
1/27/2011 22,41.0°F,37.1°F,41.0°F,100%,30.20in,1.5mi,SSE,5.8mph,-,N/A,-
1/27/2011 22,41.0°F,38.0°F,41.0°F,100%,30.21in,2.5mi,SSE,4.6mph,-,N/A,-
1/27/2011 22,41.0°F,-,41.0°F,100%,30.21in,4.0mi,Calm,Calm,-,N/A,-
1/27/2011 22,42.8°F,-,42.8°F,100%,30.23in,4.0mi,Calm,Calm,-,N/A,-
1/27/2011 23,43.0°F,38.8°F,42.1°F,97%,30.21in,5.0mi,SSE,6.9mph,-,N/A,-
1/27/2011 0,45.0°F,40.6°F,42.1°F,90%,30.19in,10.0mi,SE,8.1mph,-,N/A,-
1/27/2011 13,48.0°F,-,42.1°F,80%,30.16in,10.0mi,SE,4.6mph,-,N/A,-
1/27/2011 2,48.0°F,-,41.0°F,77%,30.13in,10.0mi,Calm,Calm,-,N/A,-
1/27/2011 3,50.0°F,-,41.0°F,71%,30.12in,10.0mi,Calm,Calm,-,N/A,-
1/27/2011 4,51.1°F,-,41.0°F,68%,30.12in,10.0mi,SE,3.5mph,-,N/A,-
1/27/2011 5,50.0°F,-,41.0°F,71%,30.11in,10.0mi,Calm,Calm,-,N/A,-
1/27/2011 6,48.0°F,-,42.1°F,80%,30.10in,10.0mi,Calm,Calm,-,N/A,-
1/27/2011 7,48.9°F,-,41.0°F,74%,30.09in,10.0mi,Calm,Calm,-,N/A,-
1/27/2011 8,46.0°F,43.9°F,41.0°F,83%,30.07in,10.0mi,SSE,4.6mph,-,N/A,-
1/27/2011 9,46.0°F,42.5°F,42.1°F,86%,30.05in,10.0mi,SE,6.9mph,-,N/A,-
1/27/2011 10,44.1°F,39.0°F,42.1°F,93%,30.04in,10.0mi,SE,9.2mph,-,N/A,-
1/27/2011 11,42.1°F,39.2°F,39.9°F,92%,30.02in,10.0mi,SE,4.6mph,-,N/A,-
1/27/2011 12,43.0°F,41.3°F,39.9°F,89%,30.02in,10.0mi,ESE,3.5mph,-,N/A,-
1/28/2011 1,42.1°F,40.2°F,39.9°F,92%,30.01in,10.0mi,SE,3.5mph,-,N/A,-
1/28/2011 14,42.1°F,37.7°F,39.0°F,89%,29.99in,10.0mi,ESE,6.9mph,-,N/A,-
1/28/2011 15,42.1°F,36.6°F,37.9°F,85%,29.97in,10.0mi,SE,9.2mph,-,N/A,-
1/28/2011 16,41.0°F,36.4°F,39.0°F,93%,29.96in,10.0mi,SE,6.9mph,-,N/A,-
1/28/2011 17,42.1°F,37.7°F,39.9°F,92%,29.96in,10.0mi,SE,6.9mph,-,N/A,-
1/28/2011 18,44.1°F,38.1°F,41.0°F,89%,29.96in,10.0mi,SSE,11.5mph,-,N/A,-
1/28/2011 18,44.6°F,38.4°F,41.0°F,87%,29.96in,10.0mi,SE,12.7mph,-,N/A,-
1/28/2011 19,42.8°F,36.2°F,41.0°F,93%,29.97in,10.0mi,SE,12.7mph,-,N/A,-
1/28/2011 19,43.0°F,36.8°F,41.0°F,93%,29.97in,10.0mi,SE,11.5mph,-,N/A,-
1/28/2011 20,44.6°F,39.2°F,42.8°F,93%,29.96in,10.0mi,SE,10.4mph,-,N/A,-
1/28/2011 21,45.0°F,40.1°F,42.1°F,90%,29.96in,10.0mi,SE,9.2mph,-,N/A,-
1/28/2011 21,48.2°F,-,42.8°F,82%,29.96in,10.0mi,SSE,9.2mph,-,N/A,-
1/28/2011 22,46.0°F,41.9°F,43.0°F,89%,29.96in,10.0mi,SSE,8.1mph,-,0.00in,Rain
1/28/2011 22,46.4°F,41.9°F,42.8°F,87%,29.96in,10.0mi,SE,9.2mph,-,N/A,-
1/28/2011 23,46.9°F,-,44.1°F,90%,29.96in,8.0mi,SE,5.8mph,-,0.01in,Rain
1/28/2011 0,48.0°F,-,45.0°F,89%,29.93in,5.0mi,SSE,10.4mph,-,0.02in,Rain
1/28/2011 0,48.2°F,-,44.6°F,87%,29.93in,4.0mi,SSE,9.2mph,-,0.00in,Rain
1/28/2011 12,48.2°F,-,46.4°F,93%,29.91in,4.0mi,SE,11.5mph,-,0.00in,-
1/28/2011 13,48.9°F,-,46.0°F,90%,29.90in,9.0mi,SE,12.7mph,-,0.00in,Rain
1/28/2011 2,50.0°F,-,46.9°F,89%,29.89in,10.0mi,SE,6.9mph,-,0.00in,-
1/28/2011 3,52.0°F,-,44.1°F,74%,29.90in,10.0mi,South,10.4mph,18.4mph,N/A,-
1/28/2011 4,50.0°F,-,46.0°F,86%,29.92in,5.0mi,South,8.1mph,-,0.01in,-
1/28/2011 5,48.9°F,-,46.0°F,90%,29.92in,3.0mi,SSE,6.9mph,-,0.01in,Rain
1/28/2011 5,48.2°F,-,46.4°F,93%,29.92in,6.0mi,South,6.9mph,-,0.00in,Rain
1/28/2011 6,48.9°F,-,46.9°F,93%,29.93in,7.0mi,South,11.5mph,-,0.02in,Rain
1/28/2011 7,48.9°F,-,46.9°F,93%,29.94in,10.0mi,South,10.4mph,19.6mph,0.00in,-
1/28/2011 7,48.2°F,-,46.4°F,93%,29.94in,10.0mi,South,12.7mph,19.6mph,N/A,-
1/28/2011 8,48.9°F,-,46.9°F,93%,29.94in,10.0mi,South,10.4mph,-,0.00in,-
1/28/2011 9,48.9°F,-,46.0°F,90%,29.95in,10.0mi,South,8.1mph,-,N/A,-
1/28/2011 10,48.2°F,-,46.4°F,93%,29.94in,10.0mi,SSE,11.5mph,-,N/A,-
1/28/2011 10,48.9°F,-,46.0°F,90%,29.95in,10.0mi,South,12.7mph,-,N/A,-
1/28/2011 11,48.0°F,-,46.0°F,93%,29.94in,10.0mi,SSE,8.1mph,-,N/A,-
1/28/2011 12,48.2°F,-,46.4°F,93%,29.94in,10.0mi,SSE,9.2mph,-,N/A,-
1/28/2011 12,48.9°F,-,46.0°F,90%,29.94in,10.0mi,SSE,9.2mph,-,N/A,-
1/29/2011 1,48.9°F,-,46.0°F,90%,29.95in,10.0mi,South,6.9mph,-,N/A,-
1/29/2011 14,48.9°F,-,46.0°F,90%,29.96in,10.0mi,SSE,6.9mph,-,N/A,-
1/29/2011 15,48.9°F,-,46.0°F,90%,29.97in,6.0mi,South,6.9mph,-,N/A,-
1/29/2011 16,48.9°F,-,46.0°F,90%,29.96in,10.0mi,South,8.1mph,-,N/A,-
1/29/2011 17,48.0°F,-,46.0°F,93%,29.95in,10.0mi,SSE,10.4mph,-,N/A,-
1/29/2011 18,48.0°F,-,46.0°F,93%,29.94in,10.0mi,South,6.9mph,-,N/A,-
1/29/2011 19,48.0°F,-,46.0°F,93%,29.94in,10.0mi,South,10.4mph,-,0.00in,Rain
1/29/2011 20,48.0°F,-,46.0°F,93%,29.94in,10.0mi,South,8.1mph,-,0.03in,Rain
1/29/2011 21,48.0°F,-,46.9°F,96%,29.94in,6.0mi,South,6.9mph,-,0.03in,Rain
1/29/2011 21,48.2°F,-,46.4°F,93%,29.94in,7.0mi,South,8.1mph,-,0.00in,Rain
1/29/2011 22,48.0°F,-,46.0°F,93%,29.95in,8.0mi,South,9.2mph,-,0.02in,Rain
1/29/2011 22,48.2°F,-,46.4°F,93%,29.95in,8.0mi,South,9.2mph,-,0.00in,Rain
1/29/2011 23,48.9°F,-,46.0°F,90%,29.96in,8.0mi,South,10.4mph,-,0.04in,Rain
1/29/2011 0,48.9°F,-,46.9°F,93%,29.96in,7.0mi,South,9.2mph,17.3mph,0.04in,Rain
1/29/2011 13,48.9°F,-,46.9°F,93%,29.95in,9.0mi,South,8.1mph,-,0.02in,Rain
1/29/2011 2,48.9°F,-,46.9°F,93%,29.94in,10.0mi,South,6.9mph,-,0.04in,Rain
1/29/2011 3,48.9°F,-,46.9°F,93%,29.94in,9.0mi,Calm,Calm,-,0.03in,Rain
1/29/2011 4,48.9°F,-,46.0°F,90%,29.94in,10.0mi,South,4.6mph,-,0.00in,-
1/29/2011 5,48.0°F,-,46.0°F,93%,29.94in,10.0mi,SE,5.8mph,-,0.00in,-
1/29/2011 5,48.2°F,-,46.4°F,93%,29.94in,10.0mi,SSE,6.9mph,-,N/A,-
1/29/2011 6,48.0°F,-,46.0°F,93%,29.94in,10.0mi,SSE,8.1mph,-,N/A,-
1/29/2011 7,46.9°F,-,46.0°F,97%,29.94in,10.0mi,SE,4.6mph,-,N/A,-
1/29/2011 8,48.0°F,-,46.9°F,96%,29.94in,10.0mi,Variable,5.8mph,-,N/A,-
1/29/2011 9,48.0°F,-,46.0°F,93%,29.94in,10.0mi,Calm,Calm,-,N/A,-
1/29/2011 10,46.9°F,-,45.0°F,93%,29.95in,8.0mi,NW,9.2mph,-,N/A,-
1/29/2011 10,46.4°F,42.4°F,44.6°F,93%,29.95in,4.0mi,NW,8.1mph,-,0.01in,Rain
1/29/2011 11,45.0°F,40.1°F,43.0°F,93%,29.96in,10.0mi,NW,9.2mph,-,0.01in,-
1/29/2011 12,43.0°F,38.8°F,41.0°F,93%,29.98in,10.0mi,NNW,6.9mph,-,N/A,-
1/30/2011 1,43.0°F,39.5°F,37.9°F,82%,29.99in,10.0mi,NNW,5.8mph,-,N/A,-
1/30/2011 13,42.8°F,39.3°F,37.4°F,81%,29.99in,10.0mi,Variable,5.8mph,-,N/A,-
1/30/2011 14,43.0°F,38.2°F,39.9°F,89%,30.01in,10.0mi,NNW,8.1mph,-,N/A,-
1/30/2011 15,42.1°F,37.1°F,36.0°F,79%,30.02in,10.0mi,North,8.1mph,-,N/A,-
1/30/2011 15,42.8°F,38.6°F,35.6°F,76%,30.02in,10.0mi,North,6.9mph,-,N/A,-
1/30/2011 15,42.8°F,40.1°F,35.6°F,76%,30.03in,10.0mi,Variable,4.6mph,-,N/A,-
1/30/2011 16,42.8°F,40.1°F,35.6°F,76%,30.04in,10.0mi,North,4.6mph,-,N/A,-
1/30/2011 16,42.1°F,39.2°F,34.0°F,73%,30.04in,10.0mi,North,4.6mph,-,N/A,-
1/30/2011 17,41.0°F,38.0°F,30.0°F,65%,30.06in,10.0mi,Variable,4.6mph,-,N/A,-
1/30/2011 18,39.9°F,33.9°F,28.0°F,63%,30.07in,10.0mi,NNW,9.2mph,-,N/A,-
1/30/2011 19,39.9°F,36.7°F,28.0°F,63%,30.09in,10.0mi,NNE,4.6mph,-,N/A,-
1/30/2011 20,39.9°F,36.7°F,26.1°F,58%,30.11in,10.0mi,North,4.6mph,-,N/A,-
1/30/2011 21,39.0°F,34.8°F,25.0°F,57%,30.14in,10.0mi,North,5.8mph,-,N/A,-
1/30/2011 22,39.9°F,35.1°F,24.1°F,53%,30.16in,10.0mi,Variable,6.9mph,-,N/A,-
1/30/2011 23,42.1°F,39.2°F,25.0°F,51%,30.18in,10.0mi,North,4.6mph,-,N/A,-
1/30/2011 0,42.1°F,37.7°F,23.0°F,47%,30.19in,10.0mi,North,6.9mph,-,N/A,-
1/30/2011 13,43.0°F,41.3°F,24.1°F,47%,30.19in,10.0mi,Variable,3.5mph,-,N/A,-
1/30/2011 2,42.1°F,37.7°F,23.0°F,47%,30.19in,10.0mi,NNW,6.9mph,-,N/A,-
1/30/2011 3,43.0°F,39.5°F,24.1°F,47%,30.21in,10.0mi,North,5.8mph,-,N/A,-
1/30/2011 4,43.0°F,41.3°F,24.1°F,47%,30.23in,10.0mi,North,3.5mph,-,N/A,-
1/30/2011 5,42.1°F,38.4°F,25.0°F,51%,30.25in,10.0mi,NNW,5.8mph,-,N/A,-
1/30/2011 6,41.0°F,37.1°F,28.0°F,60%,30.26in,10.0mi,NNW,5.8mph,-,N/A,-
1/30/2011 7,41.0°F,38.0°F,28.0°F,60%,30.28in,10.0mi,North,4.6mph,-,N/A,-
1/30/2011 8,39.9°F,37.8°F,26.1°F,58%,30.29in,10.0mi,NNE,3.5mph,-,N/A,-
1/30/2011 9,39.9°F,37.8°F,24.1°F,53%,30.30in,10.0mi,NNE,3.5mph,-,N/A,-
1/30/2011 10,39.0°F,36.8°F,25.0°F,57%,30.32in,10.0mi,North,3.5mph,-,N/A,-
1/30/2011 11,39.0°F,36.8°F,25.0°F,57%,30.33in,10.0mi,NNE,3.5mph,-,N/A,-
1/30/2011 11,39.2°F,37.0°F,24.8°F,56%,30.34in,10.0mi,North,3.5mph,-,N/A,-
1/30/2011 12,39.0°F,36.8°F,25.0°F,57%,30.34in,10.0mi,NE,3.5mph,-,N/A,-
1/31/2011 1,39.0°F,34.8°F,26.1°F,60%,30.35in,10.0mi,North,5.8mph,-,N/A,-
1/31/2011 14,37.9°F,34.4°F,27.0°F,65%,30.36in,10.0mi,Variable,4.6mph,-,N/A,-
1/31/2011 15,37.0°F,-,26.1°F,65%,30.38in,10.0mi,Calm,Calm,-,N/A,-
1/31/2011 16,37.0°F,34.5°F,27.0°F,67%,30.38in,10.0mi,North,3.5mph,-,N/A,-
1/31/2011 17,36.0°F,33.3°F,28.0°F,73%,30.38in,10.0mi,NNE,3.5mph,-,N/A,-
1/31/2011 18,36.0°F,-,28.0°F,73%,30.40in,10.0mi,Calm,Calm,-,N/A,-
1/31/2011 19,36.0°F,33.3°F,28.9°F,76%,30.41in,10.0mi,North,3.5mph,-,N/A,-
1/31/2011 20,36.0°F,33.3°F,28.9°F,76%,30.42in,10.0mi,NNE,3.5mph,-,N/A,-
1/31/2011 21,37.0°F,-,30.0°F,76%,30.43in,10.0mi,Calm,Calm,-,N/A,-
1/31/2011 22,39.0°F,-,30.0°F,70%,30.44in,10.0mi,Calm,Calm,-,N/A,-
1/31/2011 23,41.0°F,37.1°F,28.0°F,60%,30.45in,10.0mi,NNE,5.8mph,-,N/A,-
1/31/2011 0,43.0°F,41.3°F,28.0°F,56%,30.45in,10.0mi,Variable,3.5mph,-,N/A,-
1/31/2011 13,43.0°F,41.3°F,28.9°F,58%,30.45in,10.0mi,Variable,3.5mph,-,N/A,-
1/31/2011 2,44.1°F,41.5°F,28.9°F,55%,30.44in,10.0mi,Variable,4.6mph,-,N/A,-
1/31/2011 3,46.0°F,43.9°F,28.9°F,51%,30.45in,10.0mi,Variable,4.6mph,-,N/A,-
1/31/2011 4,43.0°F,38.8°F,28.0°F,56%,30.45in,10.0mi,NW,6.9mph,-,N/A,-
1/31/2011 5,42.1°F,38.4°F,28.0°F,58%,30.48in,10.0mi,NW,5.8mph,-,N/A,-
1/31/2011 6,41.0°F,39.0°F,28.0°F,60%,30.49in,10.0mi,North,3.5mph,-,N/A,-
